0,1,2,3,4,5,6
419,1072,882,370,1010,HEPG2-08,622
189,972,1039,1030,335,HEPG2-08,1128
1007,1109,1069,421,598,HEPG2-08,606
218,619,553,321,1010,HEPG2-08,1013
218,619,264,1010,553,HEPG2-08,798
333,218,264,9,598,HEPG2-08,1126
346,619,333,1069,218,HEPG2-08,847
1069,218,1109,241,421,HEPG2-08,133
419,726,1048,692,882,HEPG2-08,74
898,1047,973,1003,972,HEPG2-08,1135
333,423,264,1081,748,HEPG2-08,295
1072,1109,241,1007,714,HEPG2-08,46
264,748,988,714,519,HEPG2-08,500
930,419,218,1072,139,HEPG2-08,1123
1007,333,598,264,447,HEPG2-08,497
748,956,544,396,1024,HEPG2-08,80
748,1107,153,1055,131,HEPG2-08,1137
748,264,519,22,423,HEPG2-08,673
447,1072,1109,1007,1010,HEPG2-08,302
957,515,844,633,423,HEPG2-08,1
748,714,823,264,1038,HEPG2-08,549
882,714,419,447,575,HEPG2-08,290
218,139,1098,1047,619,HEPG2-08,5
748,243,499,153,1107,HEPG2-08,838
421,515,633,134,957,HEPG2-08,442
204,134,314,421,483,HEPG2-08,981
803,792,129,428,333,HEPG2-08,471
315,659,218,1072,499,HEPG2-08,653
1010,930,619,333,1072,HEPG2-08,547
333,264,1098,9,748,HEPG2-08,744
315,1026,1047,898,698,HEPG2-08,552
1098,218,874,598,748,HEPG2-08,398
1048,1047,425,898,1003,HEPG2-08,687
419,1072,1107,575,1047,HEPG2-08,655
419,748,1010,930,519,HEPG2-08,889
1021,792,236,803,346,HEPG2-08,692
333,483,218,264,619,HEPG2-08,877
314,134,123,874,1012,HEPG2-08,1062
205,425,243,441,553,HEPG2-08,181
856,419,575,396,434,HEPG2-08,6
1072,882,1109,419,447,HEPG2-08,986
553,264,184,748,321,HEPG2-08,742
882,714,1072,447,1010,HEPG2-08,415
519,264,1055,294,270,HEPG2-08,607
1055,748,1107,521,568,HEPG2-08,1065
553,321,967,275,270,HEPG2-08,478
748,264,714,184,423,HEPG2-08,340
1109,1007,447,421,1069,HEPG2-08,399
264,714,1007,333,748,HEPG2-08,431
264,1072,1010,988,748,HEPG2-08,309
748,184,568,967,264,HEPG2-08,757
553,519,264,967,321,HEPG2-08,514
598,421,1007,799,1069,HEPG2-08,124
748,1107,714,568,1055,HEPG2-08,734
264,333,218,1010,748,HEPG2-08,750
748,333,264,421,184,HEPG2-08,1028
333,1007,598,264,447,HEPG2-08,555
264,333,519,988,515,HEPG2-08,339
333,748,264,988,423,HEPG2-08,102
333,264,988,1072,1010,HEPG2-08,460
315,375,702,432,495,HEPG2-08,1042
633,515,421,134,844,HEPG2-08,112
568,748,1055,714,823,HEPG2-08,825
419,856,575,882,560,HEPG2-08,1116
218,662,139,1094,425,HEPG2-08,1067
264,333,714,1007,882,HEPG2-08,482
218,553,1098,619,321,HEPG2-08,385
911,1107,748,1072,659,HEPG2-08,1125
748,184,568,967,264,HEPG2-08,1104
748,1107,1055,568,213,HEPG2-08,48
218,139,9,15,1007,HEPG2-08,532
898,1048,692,619,264,HEPG2-08,1131
748,264,275,1107,1055,HEPG2-08,793
218,44,425,205,275,HEPG2-08,513
748,423,184,264,957,HEPG2-08,313
447,882,1072,1010,1007,HEPG2-08,1110
1007,1109,421,598,1069,HEPG2-08,77
1007,598,421,264,218,HEPG2-08,875
748,264,499,544,153,HEPG2-08,355
52,855,1026,948,407,HEPG2-08,1132
218,9,1072,139,930,HEPG2-08,238
898,803,619,236,346,HEPG2-08,195
856,499,315,748,154,HEPG2-08,1129
184,423,957,276,748,HEPG2-08,543
1007,447,333,421,264,HEPG2-08,155
333,748,447,421,598,HEPG2-08,371
662,139,483,815,110,HEPG2-08,224
748,714,1038,1037,911,HEPG2-08,436
882,714,447,1010,1072,HEPG2-08,411
1072,1007,264,882,9,HEPG2-08,914
483,659,619,333,9,HEPG2-08,320
264,333,9,1098,218,HEPG2-08,59
1072,882,1010,447,1007,HEPG2-08,784
748,967,329,184,867,HEPG2-08,939
9,218,315,1098,139,HEPG2-08,660
333,264,748,1010,988,HEPG2-08,1041
598,421,333,1007,799,HEPG2-08,900
447,882,1072,1010,1007,HEPG2-08,417
1072,447,1010,930,218,HEPG2-08,760
264,218,748,1098,9,HEPG2-08,797
748,601,1010,519,264,HEPG2-08,890
333,264,218,1098,598,HEPG2-08,786
264,882,333,213,988,HEPG2-08,392
1007,421,447,598,1109,HEPG2-08,620
333,264,748,423,515,HEPG2-08,775
531,506,251,898,563,HEPG2-08,506
1055,213,748,1107,519,HEPG2-08,301
1047,1026,662,205,671,HEPG2-08,1117
419,572,575,1072,396,HEPG2-08,806
264,748,714,423,1107,HEPG2-08,1056
264,1072,275,9,294,HEPG2-08,1076
447,598,1007,333,421,HEPG2-08,1114
264,748,423,553,321,HEPG2-08,105
748,714,264,333,423,HEPG2-08,277
333,264,1010,218,447,HEPG2-08,94
598,421,1007,799,1069,HEPG2-08,1118
1055,1107,521,748,175,HEPG2-08,1020
264,601,1010,1072,988,HEPG2-08,505
1021,236,898,698,792,HEPG2-08,962
224,925,483,204,110,HEPG2-08,1120
204,483,333,93,619,HEPG2-08,950
317,553,880,802,601,HEPG2-08,537
619,218,553,1098,515,HEPG2-08,1008
899,1114,557,421,725,HEPG2-08,1127
350,925,305,269,874,HEPG2-08,350
748,264,519,423,581,HEPG2-08,162
1072,419,882,575,1010,HEPG2-08,1113
419,519,575,882,748,HEPG2-08,253
714,882,447,264,333,HEPG2-08,565
792,236,856,903,129,HEPG2-08,959
882,714,1007,264,1107,HEPG2-08,158
1109,1072,241,447,557,HEPG2-08,308
748,375,774,408,270,HEPG2-08,211
1072,419,1048,1047,9,HEPG2-08,503
218,425,553,464,1098,HEPG2-08,853
575,1107,882,714,1055,HEPG2-08,559
110,224,122,925,9,HEPG2-08,413
619,207,218,803,1010,HEPG2-08,439
1007,264,9,333,598,HEPG2-08,352
1098,218,748,264,633,HEPG2-08,884
714,823,799,748,882,HEPG2-08,618
264,333,9,748,1007,HEPG2-08,577
447,882,1072,1007,714,HEPG2-08,681
264,333,1007,9,218,HEPG2-08,109
1114,725,598,421,899,HEPG2-08,960
408,553,802,425,67,HEPG2-08,582
1098,748,264,9,184,HEPG2-08,360
598,1007,421,1069,799,HEPG2-08,881
619,218,553,207,1010,HEPG2-08,456
1055,1107,521,43,748,HEPG2-08,695
264,748,423,333,184,HEPG2-08,1096
184,858,932,343,322,HEPG2-08,1130
748,9,659,1072,911,HEPG2-08,868
792,483,224,346,122,HEPG2-08,147
447,1007,598,333,799,HEPG2-08,585
1098,264,333,218,9,HEPG2-08,1112
264,333,1007,9,218,HEPG2-08,88
419,748,799,856,544,HEPG2-08,1089
122,815,224,792,803,HEPG2-08,708
419,1072,575,153,370,HEPG2-08,1133
305,314,1069,333,619,HEPG2-08,894
925,350,1120,874,122,HEPG2-08,1031
1072,419,9,153,264,HEPG2-08,523
333,598,1007,264,218,HEPG2-08,1108
792,803,136,287,97,HEPG2-08,136
218,1098,264,748,333,HEPG2-08,242
264,519,748,333,1058,HEPG2-08,445
447,1010,1072,882,264,HEPG2-08,1121
619,207,803,218,1014,HEPG2-08,450
333,421,633,598,748,HEPG2-08,239
598,333,447,1007,421,HEPG2-08,1109
748,1055,213,519,264,HEPG2-08,40
333,598,421,264,515,HEPG2-08,256
264,1007,714,333,748,HEPG2-08,10
748,519,264,1055,213,HEPG2-08,1060
844,515,633,343,967,HEPG2-08,70
264,1055,748,519,213,HEPG2-08,715
396,419,575,965,1047,HEPG2-08,272
139,218,662,483,93,HEPG2-08,212
1107,748,1055,521,568,HEPG2-08,157
447,799,333,714,748,HEPG2-08,983
421,598,799,447,1007,HEPG2-08,395
1007,447,598,333,799,HEPG2-08,268
748,421,184,264,633,HEPG2-08,605
134,111,349,447,633,HEPG2-08,508
264,423,714,1007,333,HEPG2-08,704
218,1098,264,553,619,HEPG2-08,611
264,333,988,218,748,HEPG2-08,557
1072,419,882,1010,575,HEPG2-08,1106
633,421,515,874,1012,HEPG2-08,791
553,321,264,774,317,HEPG2-08,391
619,1030,553,601,1010,HEPG2-08,743
553,321,44,207,218,HEPG2-08,703
419,748,799,544,22,HEPG2-08,1023
1107,1055,194,911,748,HEPG2-08,541
264,333,9,218,748,HEPG2-08,974
333,218,264,748,619,HEPG2-08,188
967,748,184,264,774,HEPG2-08,699
882,333,264,748,714,HEPG2-08,845
748,957,264,1,844,HEPG2-08,324
598,1007,421,333,447,HEPG2-08,341
419,575,882,370,1072,HEPG2-08,604
601,1055,370,213,1107,HEPG2-08,840
264,1007,748,333,275,HEPG2-08,647
333,264,748,692,213,HEPG2-08,762
748,1038,184,1037,598,HEPG2-08,978
714,748,1081,799,823,HEPG2-08,192
333,598,423,264,421,HEPG2-08,217
748,714,1107,264,1055,HEPG2-08,984
499,748,1107,153,1055,HEPG2-08,657
483,619,333,1010,633,HEPG2-08,346
447,882,1010,1007,333,HEPG2-08,945
153,315,601,726,1048,HEPG2-08,567
553,321,207,601,264,HEPG2-08,576
748,519,544,264,22,HEPG2-08,274
802,553,425,918,971,HEPG2-08,373
425,464,44,205,513,HEPG2-08,676
911,748,273,275,871,HEPG2-08,1136
882,575,419,714,856,HEPG2-08,566
702,843,1024,748,499,HEPG2-08,745
748,568,911,1107,871,HEPG2-08,1084
1007,421,1109,598,1069,HEPG2-08,1122
421,633,748,447,134,HEPG2-08,1102
1007,598,333,421,218,HEPG2-08,598
245,41,801,452,967,HEPG2-08,1100
519,264,423,748,957,HEPG2-08,1119
633,421,1012,515,874,HEPG2-08,613
748,799,333,218,264,HEPG2-08,938
421,748,447,423,714,HEPG2-08,1027
659,911,748,499,139,HEPG2-08,1111
218,421,1109,1069,139,HEPG2-08,56
1007,1010,333,1072,988,HEPG2-08,588
1114,421,598,725,557,HEPG2-08,379
967,553,408,1080,264,HEPG2-08,1134
1055,521,1107,213,549,HEPG2-08,345
882,748,714,241,799,HEPG2-08,113
1010,538,903,1,264,HEPG2-08,1115
748,799,1010,519,544,HEPG2-08,626
264,748,619,218,333,HEPG2-08,764
1107,1055,748,194,213,HEPG2-08,348
882,575,1107,714,1055,HEPG2-08,8
447,1072,930,799,218,HEPG2-08,126
748,967,697,774,633,HEPG2-08,765
911,275,1107,748,1007,HEPG2-08,481
748,184,264,1055,1107,HEPG2-08,556
9,662,333,218,139,HEPG2-08,312
714,748,184,326,823,HEPG2-08,276
333,1007,264,598,988,HEPG2-08,982
870,36,856,821,1037,HEPG2-08,870
423,264,748,184,714,HEPG2-08,397
264,333,748,423,9,HEPG2-08,907
184,932,1037,598,748,HEPG2-08,1101
1040,425,1002,553,1025,HEPG2-08,891
1026,1047,816,66,306,HEPG2-08,144
1055,748,153,601,1107,HEPG2-08,811
354,619,803,720,485,HEPG2-08,3
1055,521,213,1107,748,HEPG2-08,670
882,1072,1010,575,419,HEPG2-08,883
882,419,575,601,1072,HEPG2-08,282
1098,408,218,932,243,HEPG2-08,897
72,714,748,184,823,HEPG2-08,770
633,844,421,957,134,HEPG2-08,388
748,714,423,823,799,HEPG2-08,1006
184,748,326,568,714,HEPG2-08,1015
419,575,882,856,307,HEPG2-08,293
1055,748,714,213,519,HEPG2-08,221
218,553,918,321,485,HEPG2-08,258
447,1007,598,1010,333,HEPG2-08,581
575,882,1107,419,1072,HEPG2-08,810
748,184,957,823,423,HEPG2-08,33
748,264,1055,213,1107,HEPG2-08,254
633,748,421,134,305,HEPG2-08,486
882,714,1072,575,447,HEPG2-08,700
748,264,1055,1107,275,HEPG2-08,372
1007,447,598,1010,333,HEPG2-08,1066
803,619,27,1019,632,HEPG2-08,910
898,619,306,1048,803,HEPG2-08,287
748,1055,213,519,1107,HEPG2-08,203
748,799,112,1024,598,HEPG2-08,361
423,322,957,184,991,HEPG2-08,828
499,659,911,748,184,HEPG2-08,831
1047,218,898,139,850,HEPG2-08,972
748,423,957,1024,519,HEPG2-08,1098
922,1000,572,601,553,HEPG2-08,915
1010,882,519,447,799,HEPG2-08,305
748,874,421,1058,423,HEPG2-08,169
748,544,697,22,799,HEPG2-08,189
823,748,714,1081,283,HEPG2-08,722
967,553,748,1080,329,HEPG2-08,849
519,22,748,957,264,HEPG2-08,467
122,815,792,224,90,HEPG2-08,683
882,575,714,1072,1010,HEPG2-08,766
575,213,519,1055,22,HEPG2-08,941
149,1021,816,496,247,HEPG2-08,381
408,553,270,955,569,HEPG2-08,408
640,601,706,596,553,HEPG2-08,736
748,568,502,979,131,HEPG2-08,502
207,1010,333,619,1014,HEPG2-08,207
22,748,419,544,1024,HEPG2-08,479
748,519,1024,22,957,HEPG2-08,642
748,22,264,231,544,HEPG2-08,118
303,326,957,201,343,HEPG2-08,732
748,724,22,112,519,HEPG2-08,303
519,748,213,264,1055,HEPG2-08,329
748,519,423,823,957,HEPG2-08,544
515,874,134,957,1114,HEPG2-08,165
922,425,61,275,441,HEPG2-08,61
898,485,720,973,787,HEPG2-08,424
799,748,447,714,1010,HEPG2-08,447
502,568,823,326,979,HEPG2-08,920
568,590,748,10,502,HEPG2-08,11
264,213,1055,294,601,HEPG2-08,887
396,419,575,726,1010,HEPG2-08,495
575,882,419,370,601,HEPG2-08,78
748,423,1024,264,184,HEPG2-08,353
486,678,1025,1010,1,HEPG2-08,694
1120,108,925,892,1022,HEPG2-08,108
423,515,874,184,1081,HEPG2-08,421
803,827,619,1022,894,HEPG2-08,63
224,1114,134,421,581,HEPG2-08,903
759,662,1069,651,683,HEPG2-08,83
419,856,396,575,734,HEPG2-08,747
419,519,575,1055,748,HEPG2-08,701
241,856,419,799,351,HEPG2-08,376
930,538,22,963,394,HEPG2-08,898
874,186,201,134,957,HEPG2-08,874
748,1055,321,22,521,HEPG2-08,968
485,524,898,1039,803,HEPG2-08,138
485,787,918,395,898,HEPG2-08,787
918,485,1002,207,1050,HEPG2-08,327
1047,1003,44,1026,117,HEPG2-08,44
