0,1,2,3,4,5,6
693,294,880,519,207,HEPG2-08,785
419,126,476,1109,930,HEPG2-08,668
502,423,1055,590,521,HEPG2-08,343
903,22,462,486,633,HEPG2-08,641
432,843,446,709,856,HEPG2-08,589
122,1031,13,90,815,HEPG2-08,13
419,882,1055,356,799,HEPG2-08,1055
882,133,307,474,575,HEPG2-08,773
502,521,1055,667,568,HEPG2-08,1119
133,356,307,277,886,HEPG2-08,561
1055,423,519,213,521,HEPG2-08,711
289,591,587,48,631,HEPG2-08,591
474,133,575,419,307,HEPG2-08,1118
598,264,874,519,321,HEPG2-08,1010
294,123,874,542,621,HEPG2-08,656
799,241,275,748,476,HEPG2-08,1004
598,1098,799,321,139,HEPG2-08,1126
880,693,666,600,830,HEPG2-08,949
693,294,553,61,321,HEPG2-08,403
581,1055,882,519,264,HEPG2-08,823
483,1012,534,321,139,HEPG2-08,1115
321,425,553,552,139,HEPG2-08,406
519,581,264,692,882,HEPG2-08,526
230,483,662,1012,1022,HEPG2-08,82
126,149,432,843,859,HEPG2-08,1129
930,419,598,126,799,HEPG2-08,187
598,1055,581,264,1007,HEPG2-08,772
462,69,633,112,957,HEPG2-08,1112
483,224,1022,306,204,HEPG2-08,235
419,126,356,133,48,HEPG2-08,1048
149,1021,604,870,271,HEPG2-08,540
419,126,856,396,882,HEPG2-08,240
462,69,423,163,590,HEPG2-08,323
925,1022,1012,874,108,HEPG2-08,1022
803,693,207,903,321,HEPG2-08,1054
1055,275,965,419,126,HEPG2-08,378
546,407,435,141,812,HEPG2-08,812
902,856,1055,821,870,HEPG2-08,71
356,307,523,277,882,HEPG2-08,426
419,882,126,799,275,HEPG2-08,419
1055,275,519,799,264,HEPG2-08,23
519,726,748,1055,523,HEPG2-08,854
803,726,692,485,898,HEPG2-08,524
581,22,724,748,519,HEPG2-08,1061
1031,140,108,492,803,HEPG2-08,663
953,559,1092,18,496,HEPG2-08,953
750,446,290,821,794,HEPG2-08,767
1055,830,572,907,307,HEPG2-08,116
870,1030,394,930,598,HEPG2-08,85
859,1047,698,149,1026,HEPG2-08,247
356,133,886,419,307,HEPG2-08,458
662,20,707,972,1012,HEPG2-08,720
803,492,708,224,1031,HEPG2-08,792
726,1047,126,419,692,HEPG2-08,964
356,133,886,419,277,HEPG2-08,220
1055,519,882,213,830,HEPG2-08,440
423,276,1081,748,957,HEPG2-08,1103
110,483,217,139,306,HEPG2-08,110
1055,519,419,882,321,HEPG2-08,822
708,803,83,129,1031,HEPG2-08,522
534,662,425,409,9,HEPG2-08,574
870,708,726,236,149,HEPG2-08,778
275,748,492,264,621,HEPG2-08,316
423,799,112,22,462,HEPG2-08,69
882,419,133,277,254,HEPG2-08,103
476,911,141,799,241,HEPG2-08,36
799,598,241,36,436,HEPG2-08,799
1055,882,519,748,419,HEPG2-08,474
13,708,621,1021,816,HEPG2-08,621
1048,485,425,572,726,HEPG2-08,441
748,726,264,523,555,HEPG2-08,208
559,432,753,149,794,HEPG2-08,156
882,307,575,133,523,HEPG2-08,433
303,1055,823,521,667,HEPG2-08,1095
856,559,407,126,870,HEPG2-08,1125
1055,519,213,290,521,HEPG2-08,985
396,419,856,407,882,HEPG2-08,328
423,294,521,1055,213,HEPG2-08,472
419,830,882,575,1055,HEPG2-08,1136
1055,882,799,748,519,HEPG2-08,304
1055,321,693,294,697,HEPG2-08,67
598,799,139,1047,930,HEPG2-08,930
1055,857,748,726,22,HEPG2-08,1111
1021,698,859,236,856,HEPG2-08,610
483,224,306,394,803,HEPG2-08,306
708,523,604,870,726,HEPG2-08,712
581,519,1055,598,22,HEPG2-08,1114
1055,22,523,857,748,HEPG2-08,45
419,734,407,799,856,HEPG2-08,141
407,633,69,139,799,HEPG2-08,971
407,859,1011,1132,52,HEPG2-08,1132
423,957,581,844,276,HEPG2-08,935
856,859,963,1092,496,HEPG2-08,150
22,748,519,538,724,HEPG2-08,1127
519,264,748,321,394,HEPG2-08,321
455,409,534,468,488,HEPG2-08,488
519,693,597,957,697,HEPG2-08,367
1055,882,830,519,419,HEPG2-08,645
867,483,462,1012,633,HEPG2-08,1069
1055,423,264,748,521,HEPG2-08,12
264,748,581,523,1055,HEPG2-08,260
356,133,886,1138,519,HEPG2-08,9
726,149,434,126,419,HEPG2-08,292
882,419,1055,126,307,HEPG2-08,924
1012,269,693,1022,874,HEPG2-08,609
667,423,662,276,590,HEPG2-08,835
359,870,496,859,909,HEPG2-08,814
598,870,930,972,799,HEPG2-08,846
922,61,693,874,181,HEPG2-08,693
407,859,909,496,559,HEPG2-08,948
122,447,1012,83,349,HEPG2-08,696
930,407,870,726,544,HEPG2-08,973
856,396,930,419,870,HEPG2-08,298
1055,22,799,748,476,HEPG2-08,756
712,870,604,750,532,HEPG2-08,634
726,523,1020,692,356,HEPG2-08,68
425,794,321,697,534,HEPG2-08,929
598,799,423,22,264,HEPG2-08,264
534,139,1102,468,659,HEPG2-08,534
350,925,1022,108,269,HEPG2-08,833
874,693,880,925,128,HEPG2-08,531
621,149,540,859,446,HEPG2-08,325
771,407,476,152,859,HEPG2-08,152
726,692,523,277,126,HEPG2-08,680
693,294,519,882,213,HEPG2-08,993
356,519,1055,555,419,HEPG2-08,386
1055,521,830,667,954,HEPG2-08,1005
729,241,493,421,759,HEPG2-08,979
692,726,555,1041,126,HEPG2-08,356
870,633,359,779,139,HEPG2-08,1021
925,108,1022,350,1031,HEPG2-08,880
1021,1039,149,803,859,HEPG2-08,631
870,856,794,799,902,HEPG2-08,455
1081,423,722,276,729,HEPG2-08,746
519,264,321,748,1055,HEPG2-08,519
396,882,856,523,726,HEPG2-08,688
534,930,126,794,1047,HEPG2-08,904
1021,236,870,149,708,HEPG2-08,741
870,1021,750,149,859,HEPG2-08,226
419,1007,716,356,133,HEPG2-08,1138
568,667,276,1111,1083,HEPG2-08,55
1055,830,194,153,521,HEPG2-08,400
830,1055,153,572,307,HEPG2-08,177
830,1055,294,521,1095,HEPG2-08,26
874,693,515,633,1069,HEPG2-08,172
598,1007,126,275,419,HEPG2-08,89
662,1012,321,693,346,HEPG2-08,538
534,294,275,1055,667,HEPG2-08,624
1055,830,476,474,575,HEPG2-08,281
534,659,1072,794,36,HEPG2-08,366
1055,882,830,153,1107,HEPG2-08,987
972,1047,425,534,1003,HEPG2-08,1039
419,882,575,48,277,HEPG2-08,572
882,133,575,277,419,HEPG2-08,459
271,42,898,631,524,HEPG2-08,296
1055,153,794,476,799,HEPG2-08,705
604,356,277,126,396,HEPG2-08,921
22,903,476,598,659,HEPG2-08,489
534,9,794,409,688,HEPG2-08,222
519,321,907,462,461,HEPG2-08,1025
575,133,307,882,474,HEPG2-08,91
476,36,141,856,435,HEPG2-08,389
693,294,874,423,903,HEPG2-08,1124
419,275,598,126,799,HEPG2-08,266
534,859,9,753,1026,HEPG2-08,689
419,1055,275,799,126,HEPG2-08,622
1003,534,1047,972,1026,HEPG2-08,1128
476,275,419,48,194,HEPG2-08,606
321,693,275,425,519,HEPG2-08,1013
321,275,425,536,44,HEPG2-08,798
598,126,139,534,845,HEPG2-08,1126
803,346,693,224,394,HEPG2-08,847
859,856,903,241,126,HEPG2-08,133
126,419,882,277,726,HEPG2-08,74
1003,1047,972,524,1026,HEPG2-08,1135
1055,275,521,213,194,HEPG2-08,295
575,474,133,476,419,HEPG2-08,46
1055,830,153,882,519,HEPG2-08,500
407,126,1026,859,534,HEPG2-08,1123
882,48,275,133,1055,HEPG2-08,497
277,882,48,432,794,HEPG2-08,80
830,1055,843,476,153,HEPG2-08,1137
1055,22,830,519,213,HEPG2-08,673
419,575,48,882,1007,HEPG2-08,302
423,844,874,276,1012,HEPG2-08,1
1055,22,194,830,521,HEPG2-08,549
419,882,856,575,126,HEPG2-08,290
598,922,321,1003,1047,HEPG2-08,5
9,48,492,153,277,HEPG2-08,838
1012,633,844,598,421,HEPG2-08,442
483,204,1012,925,1022,HEPG2-08,981
803,708,893,83,1031,HEPG2-08,471
289,859,432,407,980,HEPG2-08,653
598,1047,394,930,845,HEPG2-08,547
275,476,9,965,1055,HEPG2-08,744
859,149,1026,315,698,HEPG2-08,552
922,598,874,139,321,HEPG2-08,398
540,1026,534,1003,289,HEPG2-08,687
48,419,126,476,882,HEPG2-08,655
1055,419,882,126,794,HEPG2-08,889
287,1021,522,708,13,HEPG2-08,692
483,394,224,598,346,HEPG2-08,877
1012,123,693,542,69,HEPG2-08,1062
210,425,9,903,289,HEPG2-08,181
604,419,856,236,277,HEPG2-08,6
419,133,882,564,474,HEPG2-08,986
1055,830,153,521,903,HEPG2-08,742
419,882,474,716,575,HEPG2-08,415
1055,830,213,521,766,HEPG2-08,607
1055,830,1107,521,194,HEPG2-08,1065
1055,294,830,521,210,HEPG2-08,478
1055,476,903,275,667,HEPG2-08,340
419,476,474,575,194,HEPG2-08,399
476,283,194,1055,474,HEPG2-08,431
856,153,126,859,277,HEPG2-08,309
1055,667,476,546,194,HEPG2-08,757
1055,519,321,294,153,HEPG2-08,514
419,1007,356,598,519,HEPG2-08,124
1055,843,830,903,476,HEPG2-08,734
794,153,126,9,1047,HEPG2-08,750
590,568,423,276,1098,HEPG2-08,1028
275,126,1055,598,882,HEPG2-08,555
519,1055,693,874,275,HEPG2-08,339
1055,882,519,264,748,HEPG2-08,102
126,277,153,753,882,HEPG2-08,460
432,289,843,98,375,HEPG2-08,1042
844,421,633,112,1012,HEPG2-08,112
1055,830,521,213,474,HEPG2-08,825
882,856,419,716,474,HEPG2-08,1116
425,918,694,662,335,HEPG2-08,1067
1055,882,133,275,194,HEPG2-08,482
425,693,321,1050,61,HEPG2-08,385
546,476,435,126,48,HEPG2-08,1125
1055,521,667,153,1107,HEPG2-08,1104
1055,830,476,275,882,HEPG2-08,48
859,126,911,856,688,HEPG2-08,532
1048,534,726,803,1003,HEPG2-08,1131
1055,830,153,476,474,HEPG2-08,793
425,922,267,275,534,HEPG2-08,513
1055,294,264,423,882,HEPG2-08,313
133,419,356,474,575,HEPG2-08,1110
48,419,575,133,882,HEPG2-08,77
476,194,275,133,474,HEPG2-08,875
153,794,688,1055,856,HEPG2-08,355
52,698,98,859,855,HEPG2-08,1132
859,407,794,903,534,HEPG2-08,238
803,898,287,1021,708,HEPG2-08,195
432,859,843,559,856,HEPG2-08,1129
423,184,1055,568,714,HEPG2-08,543
575,275,419,133,1055,HEPG2-08,155
598,534,799,126,139,HEPG2-08,371
662,346,483,224,972,HEPG2-08,224
476,911,435,667,546,HEPG2-08,436
882,1055,575,419,307,HEPG2-08,411
575,476,474,882,419,HEPG2-08,914
534,9,753,794,1026,HEPG2-08,320
1055,275,294,476,9,HEPG2-08,59
882,48,419,277,575,HEPG2-08,784
1055,830,521,153,584,HEPG2-08,939
903,794,153,48,859,HEPG2-08,660
519,598,321,394,693,HEPG2-08,1041
598,1007,241,275,1069,HEPG2-08,900
419,277,133,882,716,HEPG2-08,417
126,870,753,1026,859,HEPG2-08,760
153,9,534,1055,48,HEPG2-08,797
830,882,726,1055,523,HEPG2-08,890
275,598,476,9,163,HEPG2-08,786
1055,882,830,213,307,HEPG2-08,392
133,275,575,474,241,HEPG2-08,620
294,693,1055,519,748,HEPG2-08,775
251,506,898,769,287,HEPG2-08,506
1055,882,830,307,575,HEPG2-08,301
1067,800,698,424,662,HEPG2-08,1117
882,48,277,419,572,HEPG2-08,806
1055,830,882,194,133,HEPG2-08,1056
48,830,882,1055,419,HEPG2-08,1076
1007,241,275,799,598,HEPG2-08,1114
294,1055,882,521,423,HEPG2-08,105
1055,476,882,830,194,HEPG2-08,277
903,264,519,1010,748,HEPG2-08,94
419,241,1109,474,536,HEPG2-08,1118
830,1055,307,153,882,HEPG2-08,1020
726,830,126,1048,572,HEPG2-08,505
1021,698,973,287,149,HEPG2-08,962
483,224,1022,925,755,HEPG2-08,1120
598,633,483,204,534,HEPG2-08,950
880,931,693,425,327,HEPG2-08,537
693,294,553,321,903,HEPG2-08,1008
22,231,724,799,581,HEPG2-08,1127
874,350,925,1022,693,HEPG2-08,350
1055,275,264,590,748,HEPG2-08,162
419,882,48,126,575,HEPG2-08,1113
882,519,1055,419,264,HEPG2-08,253
1055,882,419,799,275,HEPG2-08,565
149,856,859,870,726,HEPG2-08,959
830,474,575,476,133,HEPG2-08,158
575,474,639,536,50,HEPG2-08,308
1055,830,210,521,153,HEPG2-08,211
48,882,854,426,42,HEPG2-08,503
425,922,275,553,536,HEPG2-08,853
474,476,575,133,435,HEPG2-08,559
483,224,83,122,803,HEPG2-08,413
693,207,485,321,803,HEPG2-08,439
48,126,419,882,476,HEPG2-08,352
321,903,693,662,1098,HEPG2-08,884
799,22,241,856,1055,HEPG2-08,618
1055,830,882,275,48,HEPG2-08,577
575,133,474,419,882,HEPG2-08,681
275,1055,48,882,476,HEPG2-08,109
231,22,799,598,285,HEPG2-08,960
425,1040,327,931,1050,HEPG2-08,582
1055,153,903,830,175,HEPG2-08,360
1007,48,275,133,419,HEPG2-08,881
519,321,693,553,207,HEPG2-08,456
830,1055,213,882,307,HEPG2-08,695
1055,830,1107,521,882,HEPG2-08,1096
932,865,667,568,502,HEPG2-08,1130
126,407,139,534,911,HEPG2-08,868
483,224,346,769,755,HEPG2-08,147
275,1007,419,1055,598,HEPG2-08,585
275,1055,476,9,534,HEPG2-08,1112
598,275,1007,126,799,HEPG2-08,88
36,407,799,126,856,HEPG2-08,1089
122,483,83,1031,224,HEPG2-08,708
126,882,48,419,830,HEPG2-08,1133
693,483,83,108,1022,HEPG2-08,894
925,108,1022,350,1031,HEPG2-08,1031
830,126,476,575,843,HEPG2-08,523
598,1007,275,845,48,HEPG2-08,1108
287,708,506,108,1031,HEPG2-08,136
9,275,1055,476,153,HEPG2-08,242
1055,519,275,264,598,HEPG2-08,445
598,1007,799,419,845,HEPG2-08,1121
693,207,553,1010,874,HEPG2-08,450
1083,598,139,651,1098,HEPG2-08,239
598,126,799,275,1007,HEPG2-08,1109
1055,474,882,575,830,HEPG2-08,40
598,874,163,264,1098,HEPG2-08,256
1055,476,194,474,830,HEPG2-08,10
1055,830,882,213,575,HEPG2-08,1060
844,303,1055,423,967,HEPG2-08,70
1055,830,213,882,294,HEPG2-08,715
882,572,432,396,419,HEPG2-08,272
534,139,662,425,483,HEPG2-08,212
1055,830,1107,521,294,HEPG2-08,157
1055,419,799,882,519,HEPG2-08,983
581,231,519,598,356,HEPG2-08,395
419,133,1007,277,356,HEPG2-08,268
1055,241,423,844,544,HEPG2-08,605
447,111,867,349,1012,HEPG2-08,508
1055,194,275,133,882,HEPG2-08,704
1055,697,294,275,321,HEPG2-08,611
598,275,9,126,534,HEPG2-08,557
419,48,126,882,277,HEPG2-08,1106
874,1012,693,421,515,HEPG2-08,791
697,425,210,553,294,HEPG2-08,391
153,794,534,425,9,HEPG2-08,743
425,294,321,207,1048,HEPG2-08,703
419,126,882,799,1055,HEPG2-08,1023
194,903,1055,830,1107,HEPG2-08,541
1055,275,882,294,264,HEPG2-08,974
139,903,598,651,659,HEPG2-08,188
1055,521,294,830,697,HEPG2-08,699
275,126,419,882,799,HEPG2-08,845
423,903,1055,264,22,HEPG2-08,324
275,1007,598,241,799,HEPG2-08,341
882,419,307,356,575,HEPG2-08,604
882,830,1055,575,153,HEPG2-08,840
1055,194,830,275,521,HEPG2-08,647
882,48,651,1055,1072,HEPG2-08,762
667,1055,194,241,568,HEPG2-08,978
241,799,956,476,436,HEPG2-08,192
598,241,139,184,932,HEPG2-08,217
1055,830,474,476,194,HEPG2-08,984
432,843,859,153,289,HEPG2-08,657
483,346,321,394,5,HEPG2-08,346
419,356,133,277,1055,HEPG2-08,945
726,1048,149,830,153,HEPG2-08,567
830,726,425,519,1048,HEPG2-08,576
1055,22,748,544,519,HEPG2-08,274
425,693,1050,697,918,HEPG2-08,373
425,591,426,210,375,HEPG2-08,676
476,194,667,435,275,HEPG2-08,1136
419,882,856,474,575,HEPG2-08,566
843,432,915,42,882,HEPG2-08,745
1055,435,194,476,667,HEPG2-08,1084
575,133,419,474,476,HEPG2-08,1122
421,139,659,241,483,HEPG2-08,1102
139,598,1072,1007,241,HEPG2-08,598
880,693,294,245,989,HEPG2-08,1100
213,294,1055,621,440,HEPG2-08,1119
662,693,1012,874,421,HEPG2-08,613
598,799,126,476,139,HEPG2-08,938
241,903,139,421,748,HEPG2-08,1027
903,911,476,534,407,HEPG2-08,1111
476,275,536,48,903,HEPG2-08,56
277,356,48,126,133,HEPG2-08,588
231,22,799,285,519,HEPG2-08,379
153,1055,830,294,9,HEPG2-08,1134
830,1055,307,976,213,HEPG2-08,345
474,882,419,1055,856,HEPG2-08,113
726,264,903,462,523,HEPG2-08,1115
1055,882,419,799,126,HEPG2-08,626
9,534,794,799,903,HEPG2-08,764
830,1055,474,575,476,HEPG2-08,348
575,882,474,419,1055,HEPG2-08,8
598,126,139,419,407,HEPG2-08,126
294,697,693,1055,967,HEPG2-08,765
476,275,911,194,435,HEPG2-08,481
1055,153,830,882,903,HEPG2-08,556
662,1012,693,874,483,HEPG2-08,312
241,667,571,568,714,HEPG2-08,276
275,1007,1055,882,48,HEPG2-08,982
870,859,909,559,359,HEPG2-08,870
1055,213,830,1107,521,HEPG2-08,397
1055,275,882,264,9,HEPG2-08,907
476,911,667,546,871,HEPG2-08,1101
572,830,294,628,425,HEPG2-08,891
816,232,0,1026,496,HEPG2-08,144
1055,830,153,882,307,HEPG2-08,811
287,787,485,693,395,HEPG2-08,3
1055,830,213,307,976,HEPG2-08,670
133,307,882,575,277,HEPG2-08,883
575,882,307,277,133,HEPG2-08,282
425,903,153,409,210,HEPG2-08,897
1055,72,438,865,81,HEPG2-08,770
423,462,1012,957,421,HEPG2-08,388
799,22,1055,423,651,HEPG2-08,1006
1055,714,303,568,521,HEPG2-08,1015
419,307,474,575,882,HEPG2-08,293
1055,882,575,419,474,HEPG2-08,221
425,693,553,321,207,HEPG2-08,258
1007,598,419,133,275,HEPG2-08,581
575,419,882,476,48,HEPG2-08,810
598,1055,423,276,799,HEPG2-08,33
1055,830,213,882,521,HEPG2-08,254
633,1012,421,483,544,HEPG2-08,486
575,419,882,474,716,HEPG2-08,700
1055,830,153,521,882,HEPG2-08,372
356,419,519,133,277,HEPG2-08,1066
803,240,604,893,287,HEPG2-08,910
1021,898,803,1048,1026,HEPG2-08,287
882,1055,575,474,856,HEPG2-08,203
799,598,22,139,36,HEPG2-08,361
461,213,521,423,1055,HEPG2-08,828
903,911,688,153,859,HEPG2-08,831
1047,1003,972,1026,139,HEPG2-08,972
423,799,748,1024,264,HEPG2-08,1098
830,294,710,307,843,HEPG2-08,915
581,519,22,1055,598,HEPG2-08,305
874,9,867,693,662,HEPG2-08,169
799,794,598,748,425,HEPG2-08,189
799,476,748,667,823,HEPG2-08,722
534,9,867,425,662,HEPG2-08,849
1055,519,748,213,882,HEPG2-08,467
122,90,815,13,755,HEPG2-08,683
307,133,882,575,1055,HEPG2-08,766
356,133,1055,307,419,HEPG2-08,941
359,859,1021,149,909,HEPG2-08,381
1055,521,294,321,290,HEPG2-08,408
693,640,69,330,425,HEPG2-08,736
502,294,621,667,1095,HEPG2-08,502
874,693,321,1012,483,HEPG2-08,207
22,419,396,799,407,HEPG2-08,479
22,799,1024,748,1055,HEPG2-08,642
794,407,688,36,476,HEPG2-08,118
1095,303,294,213,521,HEPG2-08,732
22,1055,799,519,748,HEPG2-08,303
1055,882,519,748,264,HEPG2-08,329
799,1055,748,423,264,HEPG2-08,544
874,957,1012,693,423,HEPG2-08,165
61,294,181,9,451,HEPG2-08,61
931,998,485,787,769,HEPG2-08,424
799,598,748,22,1055,HEPG2-08,447
502,667,521,568,283,HEPG2-08,920
1055,667,521,502,275,HEPG2-08,11
1055,48,419,275,126,HEPG2-08,887
356,523,1020,692,882,HEPG2-08,495
356,307,133,1055,419,HEPG2-08,78
799,748,423,264,544,HEPG2-08,353
486,552,708,1039,678,HEPG2-08,694
108,925,892,755,1022,HEPG2-08,108
874,294,423,748,264,HEPG2-08,421
803,693,893,550,108,HEPG2-08,63
581,633,1114,134,462,HEPG2-08,903
662,759,719,230,13,HEPG2-08,83
856,882,734,419,716,HEPG2-08,747
1055,419,882,519,126,HEPG2-08,701
476,856,419,474,308,HEPG2-08,376
930,870,407,799,22,HEPG2-08,898
874,294,693,943,621,HEPG2-08,874
1055,748,882,799,521,HEPG2-08,968
425,524,485,1003,540,HEPG2-08,138
485,693,787,998,524,HEPG2-08,787
931,693,425,485,1050,HEPG2-08,327
1026,1047,1003,44,534,HEPG2-08,44
534,598,126,139,1026,HEPG2-08,913
519,553,245,521,163,HEPG2-08,390
1055,264,748,882,275,HEPG2-08,813
1055,48,830,275,965,HEPG2-08,966
1055,275,667,521,502,HEPG2-08,22
598,139,1083,1098,1012,HEPG2-08,483
